                                                  X Mag.                                            Y Mag.                                            Z Mag.                                            
22                                                (0.4734961,-7.003946e-17)                         (0.4734961,-6.475575e-18)                         (-0.6707981,0)                                    
23                                                (-0.4734961,4.57967e-16)                          (-0.4734961,7.542696e-17)                         (0.6707981,0)                                     
24                                                (0.4734961,-5.139118e-17)                         (0.4734961,-1.730557e-17)                         (-0.6707981,0)                                    
25                                                (-0.4734961,8.326673e-17)                         (-0.4734961,1.693318e-17)                         (0.6707981,0)                                     
26                                                (0.4734961,-4.228388e-17)                         (0.4734961,3.127776e-18)                          (-0.6707981,0)                                    
27                                                (-0.4734961,1.94289e-16)                          (-0.4734961,7.252751e-17)                         (0.6707981,0)                                     
28                                                (0.4734961,-2.753874e-17)                         (0.4734961,-7.711808e-18)                         (-0.6707981,0)                                    
29                                                (-0.4734961,2.775558e-17)                         (-0.4734961,6.505062e-17)                         (0.6707981,0)                                     
30                                                (0.4734961,-4.098284e-17)                         (0.4734961,2.337382e-17)                          (-0.6707981,0)                                    
31                                                (-0.4734961,1.249001e-16)                         (-0.4734961,3.433916e-17)                         (0.6707981,0)                                     
32                                                (0.4734961,-7.090682e-17)                         (0.4734961,2.861913e-17)                          (-0.6707981,0)                                    
33                                                (-0.4734961,2.63678e-16)                          (-0.4734961,3.869385e-17)                         (0.6707981,0)                                     
34                                                (0.4734961,-6.743738e-17)                         (0.4734961,1.259744e-17)                          (-0.6707981,0)                                    
35                                                (-0.4734961,-4.163336e-17)                        (-0.4734961,5.15343e-17)                          (0.6707981,0)                                     
36                                                (0.4734961,-4.293441e-17)                         (0.4734961,3.827971e-17)                          (-0.6707981,0)                                    
37                                                (-0.4734961,2.63678e-16)                          (-0.4734961,4.340624e-17)                         (0.6707981,0)                                     
38                                                (0.4734961,-3.230922e-17)                         (0.4734961,-5.403234e-18)                         (-0.6707981,0)                                    
39                                                (-0.4734961,1.110223e-16)                         (-0.4734961,1.209692e-17)                         (0.6707981,0)                                     
40                                                (0.4734961,-6.071532e-17)                         (0.4734961,-2.554576e-17)                         (-0.6707981,0)                                    
41                                                (-0.4734961,2.498002e-16)                         (-0.4734961,4.879213e-17)                         (0.6707981,0)                                     
42                                                (0.4734961,-2.341877e-17)                         (0.4734961,-3.838391e-17)                         (-0.6707981,0)                                    
43                                                (-0.4734961,4.024558e-16)                         (-0.4734961,1.012928e-17)                         (0.6707981,0)                                     
44                                                (0.4734961,-3.144186e-17)                         (0.4734961,-9.157111e-18)                         (-0.6707981,0)                                    
45                                                (-0.4734961,3.191891e-16)                         (-0.4734961,5.022994e-17)                         (0.6707981,0)                                     
46                                                (0.4734961,-4.380177e-17)                         (0.4734961,3.64203e-17)                           (-0.6707981,0)                                    
47                                                (-0.4734961,0)                                    (-0.4734961,5.137613e-19)                         (0.6707981,0)                                     
48                                                (0.4734961,-4.575333e-17)                         (0.4734961,3.287112e-17)                          (-0.6707981,0)                                    
49                                                (-0.4734961,1.526557e-16)                         (-0.4734961,7.532812e-17)                         (0.6707981,0)                                     
50                                                (0.4734961,-2.862294e-17)                         (0.4734961,4.194937e-17)                          (-0.6707981,0)                                    
51                                                (-0.4734961,6.106227e-16)                         (-0.4734961,-1.406308e-17)                        (0.6707981,0)                                     
52                                                (0.4734961,-6.093216e-17)                         (0.4734961,-3.685858e-17)                         (-0.6707981,0)                                    
53                                                (-0.4734961,4.163336e-16)                         (-0.4734961,-8.128284e-18)                        (0.6707981,0)                                     
54                                                (0.4734961,-3.230922e-17)                         (0.4734961,-7.352884e-17)                         (-0.6707981,0)                                    
55                                                (-0.4734961,1.526557e-16)                         (-0.4734961,5.07227e-17)                          (0.6707981,0)                                     
56                                                (0.4734961,-5.225854e-17)                         (0.4734961,3.787394e-17)                          (-0.6707981,0)                                    
57                                                (-0.4734961,-8.326673e-17)                        (-0.4734961,1.288576e-16)                         (0.6707981,0)                                     
58                                                (0.4734961,-5.659535e-17)                         (0.4734961,-4.415492e-17)                         (-0.6707981,0)                                    
59                                                (-0.4734961,2.914335e-16)                         (-0.4734961,-4.602748e-18)                        (0.6707981,0)                                     
60                                                (0.4734961,-9.562663e-17)                         (0.4734961,-1.047957e-17)                         (-0.6707981,0)                                    
61                                                (-0.4734961,3.330669e-16)                         (-0.4734961,6.678705e-17)                         (0.6707981,0)                                     
62                                                (0.4734961,-3.686287e-17)                         (0.4734961,-1.539695e-17)                         (-0.6707981,0)                                    
63                                                (-0.4734961,2.914335e-16)                         (-0.4734961,7.392062e-17)                         (0.6707981,0)                                     
64                                                (0.4734961,-5.247539e-17)                         (0.4734961,-7.547913e-17)                         (-0.6707981,0)                                    
65                                                (-0.4734961,2.63678e-16)                          (-0.4734961,4.45472e-17)                          (0.6707981,0)                                     
66                                                (0.4734961,-4.575333e-17)                         (0.4734961,7.298361e-17)                          (-0.6707981,0)                                    
67                                                (-0.4734961,3.191891e-16)                         (-0.4734961,4.593855e-17)                         (0.6707981,0)                                     
68                                                (0.4734961,-1.539567e-17)                         (0.4734961,8.899196e-18)                          (-0.6707981,0)                                    
69                                                (-0.4734961,2.081668e-16)                         (-0.4734961,8.323302e-17)                         (0.6707981,0)                                     
70                                                (0.4734961,-5.89806e-17)                          (0.4734961,-3.643523e-17)                         (-0.6707981,0)                                    
71                                                (-0.4734961,2.63678e-16)                          (-0.4734961,8.044579e-17)                         (0.6707981,0)                                     
72                                                (0.4734961,1.669671e-17)                          (0.4734961,-8.884486e-17)                         (-0.6707981,0)                                    
73                                                (-0.4734961,2.63678e-16)                          (-0.4734961,-2.105531e-18)                        (0.6707981,0)                                     
74                                                (0.4734961,-3.469447e-17)                         (0.4734961,-2.160304e-17)                         (-0.6707981,0)                                    
75                                                (-0.4734961,2.63678e-16)                          (-0.4734961,1.415227e-17)                         (0.6707981,0)                                     
76                                                (0.4734961,-1.034329e-16)                         (0.4734961,-3.438844e-18)                         (-0.6707981,0)                                    
77                                                (-0.4734961,2.498002e-16)                         (-0.4734961,7.658162e-17)                         (0.6707981,0)                                     
78                                                (0.4734961,-1.192622e-17)                         (0.4734961,-9.539002e-18)                         (-0.6707981,0)                                    
79                                                (-0.4734961,3.747003e-16)                         (-0.4734961,5.043573e-17)                         (0.6707981,0)                                     
80                                                (0.473496,-7.589415e-18)                          (0.4734961,2.281968e-17)                          (-0.6707981,0)                                    
81                                                (-0.473496,4.024558e-16)                          (-0.4734961,1.440091e-17)                         (0.6707981,0)                                     
82                                                (0.473496,-3.577867e-17)                          (0.4734961,-5.116591e-17)                         (-0.6707981,0)                                    
83                                                (-0.4734959,1.526557e-16)                         (-0.4734962,5.698678e-17)                         (0.6707981,0)                                     
84                                                (0.4734957,3.252607e-18)                          (0.4734964,-3.425966e-17)                         (-0.6707982,0)                                    
85                                                (-0.4734953,1.804112e-16)                         (-0.473497,-8.115329e-18)                         (0.670798,0)                                      
86                                                (0.4734939,-3.371869e-17)                         (0.4734978,5.032732e-17)                          (-0.6707985,0)                                    
87                                                (-0.4734918,3.747003e-16)                         (-0.4735014,9.219106e-19)                         (0.6707972,0)                                     
88                                                (0.4734831,-2.341877e-17)                         (0.4735064,-1.504647e-17)                         (-0.6708003,0)                                    
89                                                (-0.4734709,5.273559e-16)                         (-0.4735272,-5.696517e-17)                        (0.6707928,0)                                     
90                                                (0.4734202,-6.938894e-18)                         (0.4735564,-3.452998e-17)                         (-0.6708109,0)                                    
91                                                (-0.4733482,4.440892e-16)                         (-0.4736781,5.361681e-17)                         (0.6707664,0)                                     
92                                                (0.47305,-2.63678e-16)                            (0.473846,9.542883e-19)                           (-0.6708711,0)                                    
93                                                (-0.4726193,4.440892e-16)                         (-0.4745533,-1.084698e-16)                        (0.6706075,0)                                     
94                                                (0.4708502,6.106227e-16)                          (0.4754948,-1.778139e-17)                         (-0.6711999,0)                                    
95                                                (-0.4682012,-8.326673e-16)                        (-0.4795496,-8.905642e-17)                        (0.6696248,0)                                     
96                                                (0.457487,4.996004e-16)                           (0.4842783,2.913313e-17)                          (-0.6726438,0)                                    
97                                                (-0.4405932,-4.718448e-16)                        (-0.5066111,1.545393e-17)                         (0.6638352,0)                                     
98                                                (0.3729826,5.551115e-17)                          (0.5161214,3.586246e-17)                          (-0.6685321,0)                                    
99                                                (-0.2772455,1.734723e-17)                         (-0.6189394,1.566672e-17)                         (0.6637596,0)                                     
