                                                  XX Corr.                                          XY Corr.                                          XZ Corr.                                          YX Corr.                                          YY Corr.                                          YZ Corr.                                          ZX Corr.                                          ZY Corr.                                          ZZ Corr.                                          
0                                                 (0.1312747,2.220446e-16)                          (0.2930652,1.249001e-15)                          (-0.3142875,1.623701e-15)                         (0.1312745,3.712308e-16)                          (0.2930655,7.21645e-16)                           (-0.3142876,9.298118e-16)                         (-0.1859757,-6.036838e-16)                        (-0.4151833,9.714451e-16)                         (0.4452487,-2.303713e-15)                         
1                                                 (-0.1766059,-3.469447e-16)                        (-0.2443812,2.567391e-16)                         (0.3165473,-6.800116e-16)                         (-0.1766056,-2.081668e-17)                        (-0.2443817,4.163336e-17)                         (0.3165474,-9.575674e-16)                         (0.250196,1.387779e-17)                           (0.3462132,-3.885781e-16)                         (-0.4484501,-1.554312e-15)                        
2                                                 (0.2086195,1.804112e-16)                          (0.2398779,-3.95517e-16)                          (-0.3143233,1.526557e-16)                         (0.2086188,4.926615e-16)                          (0.2398788,-3.400058e-16)                         (-0.3143234,5.134781e-16)                         (-0.2955491,-1.221245e-15)                        (-0.3398338,5.967449e-16)                         (0.4452994,-1.415534e-15)                         
3                                                 (-0.2166193,6.661338e-16)                         (-0.2293028,2.428613e-16)                         (0.3184941,-6.800116e-16)                         (-0.2166173,1.304512e-15)                         (-0.2293049,4.787837e-16)                         (0.3184942,-1.235123e-15)                         (0.3068814,2.63678e-16)                           (0.324853,2.63678e-16)                            (-0.4512082,1.332268e-15)                         
4                                                 (0.2216938,-5.551115e-17)                         (0.2270623,-5.481726e-16)                         (-0.3170646,-6.661338e-16)                        (0.2216891,3.191891e-16)                          (0.2270673,-1.873501e-16)                         (-0.3170648,-8.743006e-16)                        (-0.3140685,-1.665335e-16)                        (-0.3216809,-4.024558e-16)                        (0.449183,-1.249001e-16)                          
5                                                 (-0.2229516,1.665335e-16)                         (-0.2251391,7.494005e-16)                         (0.3178104,7.21645e-16)                           (-0.22294,-3.677614e-16)                          (-0.2251507,2.359224e-16)                         (0.3178104,6.800116e-16)                          (0.3158454,-1.554312e-15)                         (0.3189608,-2.775558e-17)                         (-0.4502397,2.081668e-15)                         
6                                                 (0.2237972,-1.332268e-15)                         (0.2246847,-8.53484e-16)                          (-0.31753,5.967449e-16)                           (0.2237695,-5.689893e-16)                         (0.2247131,5.551115e-17)                          (-0.3175306,1.110223e-16)                         (-0.3170326,4.163336e-16)                         (-0.3183294,-6.938894e-16)                        (0.4498419,1.429412e-15)                          
7                                                 (-0.2240224,-6.245005e-17)                        (-0.2243307,3.26128e-16)                          (0.3176547,-6.938894e-17)                         (-0.2239538,2.081668e-17)                         (-0.2243984,-3.95517e-16)                         (0.3176536,-2.359224e-16)                         (0.3173209,-5.273559e-16)                         (0.3178538,-1.124101e-15)                         (-0.4500201,-2.817191e-15)                        
8                                                 (0.2242105,4.57967e-16)                           (0.2241994,-4.371503e-16)                         (-0.3176056,1.179612e-15)                         (0.2240458,2.775558e-17)                          (0.2243668,7.910339e-16)                          (-0.3176084,1.235123e-15)                         (-0.3175242,1.110223e-15)                         (-0.3177428,2.359224e-16)                         (0.4499465,3.719247e-15)                          
9                                                 (-0.2243744,-8.881784e-16)                        (-0.2240288,-3.677614e-16)                        (0.3176233,-4.302114e-16)                         (-0.2239644,5.967449e-16)                         (-0.2244327,7.979728e-16)                         (0.317617,-4.57967e-16)                           (0.3175665,-4.857226e-16)                         (0.3176513,-1.94289e-16)                          (-0.4499888,-1.207368e-15)                        
10                                                (0.2246847,-9.228729e-16)                         (0.2236988,-9.15934e-16)                          (-0.317622,4.996004e-16)                          (0.2236873,-2.220446e-16)                         (0.2247115,-1.873501e-16)                         (-0.3176367,6.938894e-17)                         (-0.3176223,3.191891e-16)                         (-0.3176455,4.57967e-16)                          (0.4499537,3.080869e-15)                          
11                                                (-0.2255369,1.540434e-15)                         (-0.2230096,-5.342948e-16)                        (0.3175681,2.220446e-16)                          (-0.2229987,-1.734723e-16)                        (-0.2255101,1.595946e-15)                         (0.3175333,-4.440892e-16)                         (0.3175584,-3.608225e-16)                         (0.3175392,1.804112e-16)                          (-0.4500961,-1.332268e-15)                        
12                                                (0.2274403,-6.175616e-16)                         (0.2209976,-1.082467e-15)                         (-0.3176139,1.137979e-15)                         (0.2210822,-6.245005e-17)                         (0.227445,-1.117162e-15)                          (-0.3176839,8.049117e-16)                         (-0.3176813,9.436896e-16)                         (-0.3176179,7.910339e-16)                         (0.4500083,2.164935e-15)                          
13                                                (-0.2340406,9.714451e-17)                         (-0.2168822,-1.526557e-16)                        (0.3164807,-2.775558e-17)                         (-0.2168804,-3.816392e-16)                        (-0.2338034,1.44329e-15)                          (0.3163338,-1.387779e-16)                         (0.3164791,3.191891e-16)                          (0.3163347,1.804112e-16)                          (-0.4522531,1.623701e-15)                         
