                                                  X Mag.                                            Y Mag.                                            Z Mag.                                            
0                                                 (0.1362488,0)                                     (0.4393786,-2.168404e-18)                         (-0.2934198,0)                                    
1                                                 (0.01940766,2.775558e-17)                         (0.1634158,1.263016e-17)                          (-0.3773078,0)                                    
2                                                 (0.2914371,7.21645e-16)                           (0.1962554,8.101259e-18)                          (-0.06706464,0)                                   
3                                                 (0.1812424,6.661338e-16)                          (0.02919567,-2.035436e-17)                        (-0.1868123,0)                                    
4                                                 (0.146883,-1.457168e-16)                          (0.04494629,-5.906309e-17)                        (-0.1965559,0)                                    
5                                                 (0.08856007,-7.494005e-16)                        (0.1421783,6.145698e-17)                          (-0.03774162,0)                                   
6                                                 (0.03249472,3.469447e-17)                         (0.09805292,-4.778009e-17)                        (-0.09837019,0)                                   
7                                                 (0.01617771,-3.26128e-16)                         (0.07027909,-1.198997e-17)                        (-0.1024553,0)                                    
8                                                 (0.07610881,5.273559e-16)                         (0.04946066,1.475176e-17)                         (-0.01945935,0)                                   
9                                                 (0.04980849,9.992007e-16)                         (0.01321963,4.669012e-18)                         (-0.05132789,0)                                   
10                                                (0.03830648,3.469447e-18)                         (0.01014777,2.453812e-17)                         (-0.05310103,0)                                   
11                                                (0.02485339,-2.081668e-17)                        (0.03893305,1.645136e-17)                         (-0.01019044,0)                                   
12                                                (0.007774979,8.326673e-17)                        (0.02608401,-7.818679e-18)                        (-0.02659088,0)                                   
13                                                (0.004837378,-2.775558e-17)                       (0.0194513,-2.331154e-17)                         (-0.02754938,0)                                   
14                                                (0.02032489,1.124101e-15)                         (0.01308617,-2.455706e-17)                        (-0.00526334,0)                                   
15                                                (0.01345965,7.494005e-16)                         (0.003807569,5.893216e-18)                        (-0.01379914,0)                                   
16                                                (0.01019138,2.775558e-17)                         (0.002614264,4.1042e-17)                          (-0.01428058,0)                                   
17                                                (0.006735592,-4.718448e-16)                       (0.01050381,-1.126873e-17)                        (-0.002734908,0)                                  
18                                                (0.002030645,-3.512815e-17)                       (0.006994909,1.919829e-17)                        (-0.007152042,0)                                  
19                                                (0.001328781,-9.194034e-17)                       (0.005257797,-3.356264e-17)                       (-0.00740515,0)                                   
20                                                (0.005454785,-3.747003e-16)                       (0.003504766,-1.209016e-16)                       (-0.001416512,0)                                  
21                                                (0.00362255,-1.332268e-15)                        (0.001038599,-3.081853e-17)                       (-0.003708906,0)                                  
22                                                (0.00273275,2.775558e-17)                         (0.0006957221,6.525766e-17)                       (-0.003839178,0)                                  
23                                                (0.001813971,5.551115e-17)                        (0.002825958,3.129497e-17)                        (-0.0007348278,0)                                 
24                                                (0.0005421305,1.778092e-17)                       (0.001879291,-1.375929e-17)                       (-0.001922803,0)                                  
25                                                (0.0003589911,-1.049508e-16)                      (0.001415166,-1.861088e-17)                       (-0.001990608,0)                                  
26                                                (0.001465787,1.94289e-16)                         (0.0009413149,6.815807e-17)                       (-0.0003808961,0)                                 
27                                                (0.0009741193,-8.326673e-17)                      (0.0002801574,3.035552e-18)                       (-0.0009969782,0)                                 
28                                                (0.000734169,-8.326673e-17)                       (0.0001865817,-5.252757e-17)                      (-0.001032101,0)                                  
29                                                (0.0004878414,2.220446e-16)                       (0.0007598598,1.317332e-18)                       (-0.0001975249,0)                                 
30                                                (0.0001455061,-3.295975e-17)                      (0.000505176,-4.628971e-18)                       (-0.000516897,0)                                  
31                                                (9.664146e-05,1.977585e-16)                       (0.0003805365,4.785807e-18)                       (-0.0005351886,0)                                 
32                                                (0.0003940681,-2.428613e-16)                      (0.0002529861,2.399429e-18)                       (-0.0001024285,0)                                 
33                                                (0.0002619943,-3.191891e-16)                      (7.540196e-05,1.385012e-17)                       (-0.0002679996,0)                                 
34                                                (0.0001973256,5.689893e-16)                       (5.016824e-05,-5.868278e-18)                      (-0.0002776046,0)                                 
35                                                (0.0001311496,-4.423545e-17)                      (0.0002044213,-1.360748e-17)                      (-5.315287e-05,0)                                 
