                                                  X Mag.                                            Y Mag.                                            Z Mag.                                            
36                                                (3.91517e-05,1.257675e-17)                        (0.0001360168,6.915299e-18)                       (-0.0001389452,0)                                 
37                                                (2.606653e-05,-4.857226e-16)                      (0.000102296,-7.098759e-17)                       (-0.0001441684,0)                                 
38                                                (0.0001062134,1.387779e-16)                       (6.799331e-05,-4.480531e-18)                      (-2.764352e-05,0)                                 
39                                                (7.085615e-05,0)                                  (2.037588e-05,-1.483807e-17)                      (-7.202887e-05,0)                                 
40                                                (5.30294e-05,-3.747003e-16)                       (1.363801e-05,4.256353e-17)                       (-7.520391e-05,0)                                 
41                                                (3.52361e-05,-6.505213e-18)                       (5.549898e-05,-4.850165e-18)                      (-1.449729e-05,0)                                 
42                                                (1.072085e-05,-6.591949e-17)                      (3.738501e-05,-1.637485e-17)                      (-3.732353e-05,0)                                 
43                                                (7.304334e-06,1.720846e-15)                       (2.747353e-05,-1.501812e-17)                      (-3.987085e-05,0)                                 
44                                                (2.960511e-05,4.996004e-16)                       (1.823843e-05,9.147039e-17)                       (-7.834047e-06,0)                                 
45                                                (2.063185e-05,6.661338e-16)                       (5.858012e-06,7.193185e-17)                       (-1.930943e-05,0)                                 
46                                                (1.420488e-05,1.249001e-16)                       (4.23819e-06,-1.229708e-17)                       (-2.236805e-05,0)                                 
47                                                (9.396518e-06,5.811324e-17)                       (1.695034e-05,4.151504e-17)                       (-4.674255e-06,0)                                 
48                                                (3.61543e-06,1.734723e-17)                        (1.310542e-05,-2.129511e-17)                      (-9.930496e-06,0)                                 
49                                                (3.067113e-06,-1.387779e-16)                      (7.288422e-06,-4.593619e-17)                      (-1.486827e-05,0)                                 
50                                                (1.187584e-05,-8.881784e-16)                      (4.756865e-06,-4.836878e-17)                      (-3.604782e-06,0)                                 
51                                                (1.143979e-05,-3.191891e-16)                      (2.989538e-06,1.587495e-17)                       (-4.992501e-06,0)                                 
52                                                (3.631415e-06,-7.285839e-17)                      (3.267715e-06,2.973959e-18)                       (-1.40176e-05,0)                                  
53                                                (2.244457e-06,6.938894e-18)                       (1.211235e-05,-1.527263e-19)                      (-4.147376e-06,0)                                 
54                                                (3.700599e-06,-9.887924e-17)                      (1.488974e-05,3.01982e-17)                        (-2.287157e-06,0)                                 
55                                                (4.929639e-06,7.632783e-17)                       (1.598362e-06,7.737387e-18)                       (-1.943559e-05,0)                                 
56                                                (1.776494e-05,2.720046e-15)                       (7.357853e-07,-1.201901e-16)                      (-6.544682e-06,0)                                 
57                                                (2.499964e-05,1.700029e-16)                       (6.066589e-06,3.173219e-17)                       (-6.046334e-07,0)                                 
58                                                (2.801136e-07,6.193505e-18)                       (8.796055e-06,2.359129e-18)                       (-3.354532e-05,0)                                 
59                                                (-4.438654e-07,-9.887924e-17)                     (3.136436e-05,-1.372949e-18)                      (-1.186877e-05,0)                                 
60                                                (1.114547e-05,6.938894e-17)                       (4.628446e-05,-4.318168e-17)                      (8.074992e-07,0)                                  
61                                                (1.659629e-05,1.994932e-16)                       (-9.129094e-07,-1.262799e-17)                     (-6.265604e-05,0)                                 
62                                                (5.898067e-05,-9.714451e-16)                      (-1.821926e-06,-1.342266e-18)                     (-2.250061e-05,0)                                 
63                                                (8.828738e-05,-4.163336e-17)                      (2.120901e-05,-2.610604e-17)                      (2.580737e-06,0)                                  
64                                                (-2.514024e-06,-5.09575e-18)                      (3.181756e-05,-2.682292e-18)                      (-0.0001197887,0)                                 
65                                                (-4.015096e-06,-1.387779e-17)                     (0.0001130099,-1.016986e-17)                      (-4.319467e-05,0)                                 
66                                                (4.075567e-05,6.245005e-17)                       (0.0001696952,-1.443306e-17)                      (5.508121e-06,0)                                  
67                                                (6.127101e-05,9.367507e-17)                       (-5.240051e-06,-8.93046e-18)                      (-0.0002304826,0)                                 
68                                                (0.0002174335,-8.326673e-17)                      (-8.002481e-06,7.80304e-17)                       (-8.320579e-05,0)                                 
69                                                (0.0003272931,6.505213e-18)                       (7.85345e-05,-5.879631e-17)                       (1.089859e-05,0)                                  
70                                                (-1.030694e-05,-1.517883e-18)                     (0.000118112,8.243006e-18)                        (-0.000444282,0)                                  
71                                                (-1.557381e-05,-7.632783e-17)                     (0.0004196542,4.539783e-17)                       (-0.0001604252,0)                                 
72                                                (0.00015141,7.177418e-17)                         (0.0006300808,-5.058726e-17)                      (2.116351e-05,0)                                  
73                                                (0.000227823,-3.144186e-18)                       (-1.999281e-05,7.053138e-18)                      (-0.000856635,0)                                  
74                                                (0.000807363,3.053113e-16)                        (-3.008942e-05,-4.770682e-17)                     (-0.0003093925,0)                                 
75                                                (0.001219217,-1.06859e-15)                        (0.0002920895,8.864725e-18)                       (4.089053e-05,0)                                  
76                                                (-3.858171e-05,-1.084202e-17)                     (0.0004392214,1.231691e-20)                       (-0.001652574,0)                                  
77                                                (-5.814025e-05,3.035766e-18)                      (0.001564627,-2.364324e-17)                       (-0.0005966989,0)                                 
78                                                (0.0005630292,7.112366e-17)                       (0.002335721,9.121375e-18)                        (7.891229e-05,0)                                  
79                                                (0.0008477994,-1.63064e-16)                       (-7.457187e-05,4.241234e-18)                      (-0.003185614,0)                                  
80                                                (0.002988312,-1.221245e-15)                       (-0.0001118802,2.231251e-17)                      (-0.001150931,0)                                  
81                                                (0.004566738,-6.106227e-16)                       (0.001087169,1.067311e-17)                        (0.0001521898,0)                                  
82                                                (-0.0001433296,-8.639736e-19)                     (0.001632532,-3.742571e-18)                       (-0.006150558,0)                                  
83                                                (-0.0002168713,-6.071532e-17)                     (0.005879243,-1.881531e-17)                       (-0.002219528,0)                                  
84                                                (0.002091937,4.093947e-16)                        (0.00856288,1.214572e-17)                         (0.000293645,0)                                   
85                                                (0.00315895,-8.500145e-17)                        (-0.0002784739,6.237967e-18)                      (-0.01183678,0)                                   
86                                                (0.01087883,7.21645e-16)                          (-0.0004139262,1.306133e-17)                      (-0.0042818,0)                                    
87                                                (0.01748522,-1.179612e-16)                        (0.004054048,-2.400407e-17)                       (0.0005658581,0)                                  
88                                                (-0.0005288843,-2.054563e-17)                     (0.006051081,1.824188e-18)                        (-0.02291738,0)                                   
89                                                (-0.0008151698,1.214306e-17)                      (0.02282142,6.214982e-18)                         (-0.008253107,0)                                  
90                                                (0.00774137,-2.081668e-17)                        (0.02972976,-2.447573e-17)                        (0.001092268,0)                                   
91                                                (0.01182904,8.673617e-17)                         (-0.001052533,-2.421057e-18)                      (-0.04376231,0)                                   
92                                                (0.0363822,1.304512e-15)                          (-0.001495555,5.370506e-17)                       (-0.01592389,0)                                   
93                                                (0.07307768,-4.380177e-17)                        (0.01523965,-3.907888e-19)                        (0.00209334,0)                                    
94                                                (-0.001884578,1.669671e-17)                       (0.02209774,2.721596e-18)                         (-0.08487748,0)                                   
95                                                (-0.003125702,9.454243e-17)                       (0.1010801,2.237558e-17)                          (-0.03054925,0)                                   
96                                                (0.02816918,4.024558e-16)                         (0.0656584,2.305582e-17)                          (0.003975408,0)                                   
97                                                (0.04529594,-6.938894e-18)                        (-0.00417636,-2.053009e-17)                       (-0.1508223,0)                                    
98                                                (0.04364607,-6.938894e-17)                        (-0.003477525,9.997082e-18)                       (-0.05864219,0)                                   
99                                                (0.3064112,-6.938894e-18)                         (0.06828941,8.131516e-19)                         (0.006244039,0)                                   
