                                                  XX Corr.                                          XY Corr.                                          XZ Corr.                                          YX Corr.                                          YY Corr.                                          YZ Corr.                                          ZX Corr.                                          ZY Corr.                                          ZZ Corr.                                          
0                                                 (3.202856e-07,-2.897567e-17)                      (9.876077e-07,-4.073273e-17)                      (-5.513286e-06,-2.015028e-17)                     (7.832545e-07,2.560766e-18)                       (1.779398e-05,-6.021261e-17)                      (-1.670811e-06,-2.166509e-17)                     (-2.649994e-06,-5.952101e-18)                     (-7.851766e-07,6.381869e-17)                      (5.318082e-07,-2.952995e-17)                      
1                                                 (3.975113e-08,1.679362e-18)                       (3.425615e-06,2.080525e-19)                       (-8.429555e-07,7.381428e-17)                      (1.040196e-07,6.018632e-19)                       (9.249531e-07,2.906474e-17)                       (-1.558429e-05,9.554405e-17)                      (-2.104666e-06,-1.424815e-18)                     (-2.95032e-07,9.672852e-18)                       (6.723689e-07,4.25498e-17)                        
2                                                 (6.450391e-07,4.442741e-18)                       (5.688615e-06,-6.145224e-19)                      (-1.480134e-07,-6.451512e-18)                     (1.258259e-05,-4.573978e-19)                      (1.077183e-06,-1.654944e-17)                      (-3.743356e-07,-5.945377e-19)                     (-5.169348e-07,4.831741e-17)                      (-3.440794e-07,-2.060932e-17)                     (4.050367e-06,1.754586e-17)                       
3                                                 (3.764237e-07,-1.641517e-18)                      (6.067415e-08,-3.274219e-18)                      (-6.561387e-06,-8.963726e-19)                     (1.030311e-05,-3.408037e-18)                      (1.611351e-07,-3.545898e-18)                      (-1.00687e-06,-3.565077e-17)                      (-3.103801e-07,4.921063e-18)                      (-3.692008e-06,3.705769e-18)                      (3.215471e-07,2.931473e-17)                       
4                                                 (5.844388e-06,1.919737e-17)                       (8.987248e-08,-5.461136e-18)                      (-3.95752e-07,1.630708e-17)                       (7.843452e-07,-3.475456e-17)                      (2.358289e-07,5.707725e-18)                       (-1.242985e-05,1.669502e-17)                      (-2.510044e-07,9.472144e-19)                      (-6.781003e-06,7.122488e-18)                      (3.313356e-07,-2.979228e-17)                      
5                                                 (7.54214e-06,-7.247214e-18)                       (2.777333e-07,1.308559e-17)                       (-7.032128e-08,1.906536e-19)                      (4.382331e-07,4.716571e-18)                       (1.057475e-05,-3.518151e-18)                      (-1.883906e-07,-5.24858e-18)                      (-1.413226e-07,1.578185e-18)                      (-2.360521e-07,6.489516e-18)                      (9.167158e-06,9.742996e-19)                       
6                                                 (5.924449e-08,4.049007e-18)                       (1.621489e-07,-7.103351e-18)                      (-1.002088e-05,-9.776878e-18)                     (1.590258e-07,-5.254979e-19)                      (1.289565e-05,-8.675735e-18)                      (-4.701101e-07,-1.198856e-17)                     (-8.878786e-06,-8.116693e-19)                     (-1.503962e-07,1.395043e-17)                      (1.532043e-07,4.946289e-18)                       
7                                                 (2.146136e-08,3.69286e-18)                        (9.320997e-06,5.306661e-18)                       (-1.527546e-07,-4.45556e-18)                      (6.933801e-08,-2.417831e-18)                      (3.262269e-07,-3.406568e-18)                      (-1.672436e-05,1.663064e-17)                      (-1.386536e-05,4.815382e-19)                      (-1.071977e-07,7.665509e-18)                      (1.503028e-07,3.338518e-17)                       
8                                                 (1.056392e-07,-1.00029e-17)                       (1.395246e-05,-2.371692e-20)                      (-2.265206e-08,2.075926e-18)                      (1.54658e-05,6.251527e-18)                        (1.945052e-07,4.803676e-18)                       (-7.960215e-08,1.947001e-18)                      (-1.086279e-07,-7.128338e-18)                     (-6.649819e-08,-3.964961e-18)                     (1.902727e-05,-3.743039e-18)                      
9                                                 (4.41078e-08,-6.185562e-18)                       (1.361126e-08,4.980644e-19)                       (-1.888393e-05,-6.209175e-18)                     (2.224001e-05,-3.334769e-18)                      (5.212724e-08,-1.468717e-18)                      (-1.834966e-07,3.390243e-18)                      (-6.060546e-08,4.042844e-18)                      (-1.826627e-05,-1.740229e-18)                     (6.423891e-08,-1.90255e-18)                       
