                                                  XX Corr.                                          XY Corr.                                          XZ Corr.                                          YX Corr.                                          YY Corr.                                          YZ Corr.                                          ZX Corr.                                          ZY Corr.                                          ZZ Corr.                                          
0                                                 (8.078968e-07,1.230633e-17)                       (2.426481e-06,-5.956076e-17)                      (-2.181155e-05,3.890931e-17)                      (1.220203e-06,-4.523897e-18)                      (6.738472e-05,-1.677125e-19)                      (-2.565813e-06,-1.27884e-17)                      (-1.036093e-05,2.291055e-17)                      (-1.095279e-06,4.72385e-17)                       (7.612584e-07,-2.374016e-17)                      
1                                                 (9.160128e-08,2.817046e-19)                       (1.363545e-05,-1.949827e-17)                      (-2.063103e-06,-1.180579e-17)                     (1.438322e-07,2.444554e-18)                       (1.406931e-06,1.7208e-18)                         (-5.913752e-05,-3.257689e-18)                     (-8.714775e-06,6.15793e-19)                       (-4.194501e-07,-6.163459e-17)                     (9.329834e-07,-3.704996e-17)                      
2                                                 (1.569522e-06,-4.347624e-17)                      (2.297288e-05,8.156927e-18)                       (-3.591325e-07,-6.570143e-18)                     (4.796047e-05,1.595471e-17)                       (1.556372e-06,-3.347464e-17)                      (-5.562235e-07,6.797784e-18)                      (-7.110886e-07,-7.516359e-19)                     (-4.627109e-07,4.817023e-18)                      (1.660882e-05,3.398296e-18)                       
3                                                 (8.780799e-07,4.351499e-18)                       (1.414715e-07,2.807448e-18)                       (-2.66715e-05,-3.771838e-18)                      (4.020255e-05,-1.27885e-17)                       (2.352616e-07,3.025721e-18)                       (-1.408489e-06,-5.141622e-17)                     (-3.981187e-07,-1.163696e-17)                     (-1.531625e-05,2.28826e-18)                       (4.1662e-07,-1.58303e-17)                         
4                                                 (2.384513e-05,1.165856e-17)                       (2.039466e-07,-3.514068e-18)                      (-9.02849e-07,-1.472493e-17)                      (1.079117e-06,1.373535e-17)                       (3.137102e-07,1.057812e-18)                       (-4.885964e-05,1.676278e-17)                      (-3.204941e-07,-3.697569e-17)                     (-2.818217e-05,1.786392e-18)                      (4.108652e-07,-4.806999e-17)                      
5                                                 (3.122652e-05,1.512801e-18)                       (6.197554e-07,1.075254e-17)                       (-1.510878e-07,-9.410536e-19)                     (5.165756e-07,-1.32795e-17)                       (4.198142e-05,-1.820104e-17)                      (-2.257804e-07,1.635826e-18)                      (-1.540508e-07,2.404558e-17)                      (-2.830602e-07,-3.33358e-17)                      (3.822778e-05,-1.272413e-17)                      
6                                                 (1.250785e-07,3.111099e-18)                       (3.131977e-07,1.227665e-17)                       (-4.157682e-05,1.321371e-19)                      (1.821686e-07,7.517497e-18)                       (5.24421e-05,-1.113171e-17)                       (-5.092242e-07,1.337609e-17)                      (-3.705493e-05,-2.608861e-18)                     (-1.469393e-07,1.90214e-17)                       (1.563981e-07,-1.121423e-17)                      
7                                                 (3.123321e-08,1.171555e-18)                       (3.877764e-05,-1.336957e-17)                      (-2.62357e-07,1.0527e-17)                         (5.356687e-08,-1.35497e-18)                       (3.273967e-07,5.765105e-18)                       (-6.842239e-05,-2.202286e-20)                     (-5.808413e-05,-1.733029e-18)                     (-1.031411e-07,2.001046e-17)                      (1.26848e-07,-6.652484e-19)                       
8                                                 (1.650986e-07,3.629358e-18)                       (5.832713e-05,2.300541e-18)                       (-2.533139e-08,1.814838e-18)                      (6.360374e-05,-1.308327e-17)                      (9.801582e-08,-2.319232e-18)                      (-4.986283e-08,-1.05851e-19)                      (-8.276387e-08,1.093682e-17)                      (-3.84143e-08,7.48852e-18)                        (7.972995e-05,1.727947e-18)                       
9                                                 (1.390461e-08,5.942598e-18)                       (1.059214e-08,1.373445e-18)                       (-7.902219e-05,-2.486889e-18)                     (9.252676e-05,5.692061e-19)                       (2.685898e-08,2.263339e-18)                       (-3.259823e-08,7.267683e-18)                      (-1.465015e-08,-4.680496e-18)                     (-7.660142e-05,2.652907e-18)                      (2.168433e-08,-1.803925e-18)                      
10                                                (7.5443e-05,-6.030875e-19)                        (-1.193764e-08,8.917731e-19)                      (3.363814e-08,8.953393e-18)                       (-6.359362e-09,5.65513e-18)                       (-1.225295e-08,-2.521747e-19)                     (-0.0001251421,9.676504e-18)                      (-1.22724e-08,-2.044209e-18)                      (-0.0001200421,2.507218e-18)                      (-5.037662e-09,5.180284e-18)                      
11                                                (0.0001164954,2.131135e-18)                       (-4.135877e-08,2.243833e-18)                      (2.198196e-08,-1.075194e-19)                      (-9.770315e-08,-4.948866e-18)                     (0.0001191535,-1.074038e-18)                      (3.11337e-08,-4.816714e-19)                       (1.026204e-08,-2.267211e-19)                      (1.16295e-08,-9.666179e-18)                       (0.0001642214,5.421011e-20)                       
12                                                (-2.112097e-08,-8.586201e-19)                     (-7.992001e-08,2.985212e-18)                      (-0.0001590382,5.082198e-18)                      (-3.401777e-08,8.163743e-19)                      (0.0001828393,4.756937e-18)                       (1.510882e-07,-1.007566e-18)                      (-0.0001578775,1.836367e-18)                      (3.016188e-08,8.265198e-18)                       (-2.209254e-08,3.057638e-18)                      
13                                                (-2.620899e-08,-2.596106e-19)                     (0.0001526263,1.68729e-18)                        (1.10127e-07,-1.789516e-18)                       (-3.194962e-08,-4.987816e-19)                     (-1.273303e-07,-2.847255e-19)                     (-0.0002493761,-3.937009e-18)                     (-0.0002467234,5.285486e-19)                      (1.819731e-08,3.667797e-18)                       (-4.189005e-08,3.231717e-18)                      
14                                                (-8.870859e-08,-3.146291e-18)                     (0.0002378857,-1.504331e-18)                      (3.331387e-08,-2.863459e-19)                      (0.0002392777,1.050321e-18)                       (-1.177345e-07,1.016019e-18)                      (3.858641e-08,4.428096e-19)                       (3.652736e-08,5.577183e-20)                       (2.667105e-08,-1.947757e-18)                      (0.0003375631,-2.846031e-19)                      
