                                                  X Mag.                                            Y Mag.                                            Z Mag.                                            
26                                                (-0.003539196,-5.724587e-17)                      (-0.001209394,-4.244944e-17)                      (-0.005335136,0)                                  
27                                                (0.002995151,1.63064e-16)                         (0.001023571,1.331921e-17)                        (0.004513839,0)                                   
28                                                (-0.002541326,1.561251e-16)                       (-0.0008685793,-1.5538e-17)                       (-0.00382852,0)                                   
29                                                (0.002152119,6.245005e-17)                        (0.0007356737,-1.045802e-18)                      (0.003240538,0)                                   
30                                                (-0.001826048,-2.498002e-16)                      (-0.0006243491,7.954913e-17)                      (-0.002747631,0)                                  
31                                                (0.001547598,1.94289e-16)                         (0.0005293081,4.803119e-17)                       (0.00232637,0)                                    
32                                                (-0.001313708,2.428613e-17)                       (-0.0004495064,-5.991032e-17)                     (-0.001972102,0)                                  
33                                                (0.001114673,2.125036e-17)                        (0.0003816315,3.839823e-18)                       (0.001670146,0)                                   
34                                                (-0.0009473113,-1.023487e-16)                     (-0.0003246001,3.269841e-17)                      (-0.001415658,0)                                  
35                                                (0.0008053813,1.491862e-16)                       (0.0002762837,-8.951257e-18)                      (0.001199166,0)                                   
36                                                (-0.0006861244,2.359224e-16)                      (-0.0002357445,1.918067e-17)                      (-0.001016442,0)                                  
37                                                (0.0005854386,-3.469447e-16)                      (0.0002015868,-9.625657e-18)                      (0.0008612196,0)                                  
38                                                (-0.0005011258,-2.428613e-16)                     (-0.0001730662,-3.389865e-18)                     (-0.0007300926,0)                                 
39                                                (0.0004304546,-9.922618e-16)                      (0.0001492575,-2.399565e-17)                      (0.0006188311,0)                                  
40                                                (-0.0003717658,-9.367507e-17)                     (-0.0001296029,5.063413e-18)                      (-0.0005248045,0)                                 
41                                                (0.0003232381,-1.509209e-16)                      (0.0001134912,-1.785614e-17)                      (0.0004451133,0)                                  
42                                                (-0.000283678,5.377643e-17)                       (-0.0001005276,6.302974e-19)                      (-0.0003777793,0)                                 
43                                                (0.0002518939,-1.249001e-16)                      (9.032017e-05,-1.161696e-18)                      (0.0003207927,0)                                  
44                                                (-0.0002270811,-1.94289e-16)                      (-8.261181e-05,-3.999294e-17)                     (-0.0002726918,0)                                 
45                                                (0.0002085061,-3.157197e-16)                      (7.717329e-05,7.029515e-17)                       (0.0002320744,0)                                  
46                                                (-0.0001956912,-4.440892e-16)                     (-7.38662e-05,-1.62405e-17)                       (-0.000197875,0)                                  
47                                                (0.0001882603,-1.075529e-16)                      (7.259187e-05,2.360317e-17)                       (0.0001691131,0)                                  
48                                                (-0.0001860229,5.828671e-16)                      (-7.331968e-05,6.369925e-18)                      (-0.0001450229,0)                                 
49                                                (0.00018891,-6.800116e-16)                        (7.606768e-05,4.591582e-17)                       (0.0001249216,0)                                  
50                                                (-0.0001970026,-9.714451e-17)                     (-8.091135e-05,7.146442e-18)                      (-0.0001082683,0)                                 
51                                                (0.0002105279,2.602085e-16)                       (8.798672e-05,-1.189517e-18)                      (9.459535e-05,0)                                  
52                                                (-0.0002298483,-1.769418e-16)                     (-9.748363e-05,-8.021581e-18)                     (-8.353147e-05,0)                                 
53                                                (0.0002555141,5.342948e-16)                       (0.0001096722,-1.22228e-17)                       (7.476853e-05,0)                                  
54                                                (-0.000288205,-3.26128e-16)                       (-0.0001248757,-1.947739e-17)                     (-6.806632e-05,0)                                 
55                                                (0.0003288629,1.873501e-16)                       (0.0001435315,-5.804232e-17)                      (6.324065e-05,0)                                  
56                                                (-0.0003785489,-4.206704e-17)                     (-0.0001661273,-3.714596e-19)                     (-6.015616e-05,0)                                 
57                                                (0.0004387172,-1.110223e-15)                      (0.0001933236,5.027424e-17)                       (5.873235e-05,0)                                  
58                                                (-0.0005109052,-1.788934e-16)                     (-0.0002258162,2.059137e-17)                      (-5.892279e-05,0)                                 
59                                                (0.0005972737,-1.040834e-16)                      (0.0002645768,3.507597e-17)                       (6.074348e-05,0)                                  
60                                                (-0.0006999604,2.602085e-17)                      (-0.0003105655,-5.506106e-17)                     (-6.422899e-05,0)                                 
61                                                (0.0008221382,-8.673617e-17)                      (0.0003652026,-4.602249e-18)                      (6.949771e-05,0)                                  
62                                                (-0.0009666892,1.387779e-17)                      (-0.0004297778,5.440751e-17)                      (-7.666309e-05,0)                                 
63                                                (0.001138283,1.908196e-17)                        (0.0005063761,-5.566373e-17)                      (8.596761e-05,0)                                  
64                                                (-0.001340679,-6.245005e-17)                      (-0.0005966768,-1.94611e-17)                      (-9.760399e-05,0)                                 
65                                                (0.001580824,-2.942091e-15)                       (0.0007037786,-8.276822e-17)                      (0.000111983,0)                                   
66                                                (-0.001863402,-9.992007e-16)                      (-0.0008297707,-3.606925e-18)                     (-0.0001293736,0)                                 
67                                                (0.002198936,3.157197e-16)                        (0.0009793445,2.911998e-17)                       (0.000150435,0)                                   
68                                                (-0.002592804,-8.673617e-17)                      (-0.001154898,-3.173151e-18)                      (-0.0001754931,0)                                 
69                                                (0.003061333,-2.775558e-17)                       (0.001363708,-1.815605e-17)                       (0.0002055986,0)                                  
70                                                (-0.003609693,-2.168404e-16)                      (-0.001608079,-2.88491e-17)                       (-0.0002410716,0)                                 
71                                                (0.004263953,-6.938894e-18)                       (0.001899629,1.022762e-16)                        (0.000283611,0)                                   
72                                                (-0.005026627,-4.336809e-17)                      (-0.002239476,-7.565933e-17)                      (-0.0003333675,0)                                 
73                                                (0.005940721,-3.330669e-16)                       (0.002646786,-1.046433e-17)                       (0.00039316,0)                                    
74                                                (-0.007000249,-8.326673e-17)                      (-0.00311889,-6.150684e-17)                       (-0.0004625838,0)                                 
75                                                (0.008278638,1.144917e-16)                        (0.003688506,-3.936029e-17)                       (0.0005464636,0)                                  
76                                                (-0.009748332,1.092876e-16)                       (-0.004343357,1.336345e-16)                       (-0.0006429779,0)                                 
77                                                (0.01153902,-1.422473e-16)                        (0.005141226,1.353078e-16)                        (0.0007606572,0)                                  
78                                                (-0.01357324,3.157197e-16)                        (-0.006047604,5.272923e-17)                       (-0.0008943981,0)                                 
79                                                (0.01608746,-1.457168e-16)                        (0.007167844,7.094634e-17)                        (0.001059761,0)                                   
80                                                (-0.01889401,8.326673e-17)                        (-0.008418333,8.491341e-17)                       (-0.001244388,0)                                  
81                                                (0.02243646,9.020562e-17)                         (0.00999671,6.242309e-17)                         (0.001477476,0)                                   
82                                                (-0.02628962,-2.602085e-17)                       (-0.01171352,1.555598e-17)                        (-0.001731032,0)                                  
83                                                (0.03130652,-2.844947e-16)                        (0.01394885,-1.162531e-19)                        (0.002061206,0)                                   
84                                                (-0.03655629,-9.324139e-17)                       (-0.01628793,7.81188e-17)                         (-0.002406721,0)                                  
85                                                (0.04371492,-4.198031e-16)                        (0.01947752,3.571149e-18)                         (0.002877899,0)                                   
86                                                (-0.05077993,5.412337e-16)                        (-0.0226254,3.443016e-17)                         (-0.003342921,0)                                  
87                                                (0.06110724,-2.359224e-16)                        (0.02722682,-4.669719e-17)                        (0.004022696,0)                                   
88                                                (-0.07041938,5.620504e-16)                        (-0.03137592,2.372974e-17)                        (-0.004635651,0)                                  
89                                                (0.08555668,3.885781e-16)                         (0.03812047,1.860928e-18)                         (0.005632061,0)                                   
90                                                (-0.09737519,8.023096e-17)                        (-0.04338631,-4.285345e-17)                       (-0.006410008,0)                                  
91                                                (0.1200747,-6.245005e-16)                         (0.05350028,-3.000597e-17)                        (0.007904221,0)                                   
92                                                (-0.1339469,-6.245005e-17)                        (-0.05968115,-2.686638e-18)                       (-0.008817361,0)                                  
93                                                (0.1691046,-9.020562e-16)                         (0.07534595,1.695301e-17)                         (0.01113165,0)                                    
94                                                (-0.1823047,-1.387779e-17)                        (-0.08122737,-9.455818e-17)                       (-0.01200056,0)                                   
95                                                (0.239283,1.00614e-16)                            (0.1066145,2.658573e-17)                          (0.01575123,0)                                    
96                                                (-0.2417701,-4.718448e-16)                        (-0.1077227,3.524918e-17)                         (-0.01591493,0)                                   
97                                                (0.3403253,1.387779e-16)                          (0.1516347,3.068104e-17)                          (0.02240247,0)                                    
98                                                (-0.2925973,1.387779e-17)                         (-0.1303691,-3.117081e-18)                        (-0.01926069,0)                                   
99                                                (0.4851056,0)                                     (0.2161428,2.710505e-18)                          (0.03193284,0)                                    
